TYPE,YEAR_MONTH_KEY,ZONE,TOTAL_TRIPS,RANK
DROPOFF,2015-01,,214411,1
DROPOFF,2015-01,Upper East Side North,59540,2
DROPOFF,2015-01,Upper East Side North,54032,3
DROPOFF,2015-01,Upper East Side South,51577,4
DROPOFF,2015-01,Upper East Side South,46985,5
DROPOFF,2015-01,Lincoln Square East,32374,6
DROPOFF,2015-01,Upper West Side North,31893,7
DROPOFF,2015-01,East Village,31364,8
DROPOFF,2015-01,Upper West Side South,29637,9
DROPOFF,2015-01,Upper West Side South,28184,10
PICKUP,2015-01,,214411,1
PICKUP,2015-01,Upper East Side South,59540,2
PICKUP,2015-01,Upper East Side North,54032,3
PICKUP,2015-01,Upper East Side North,51577,4
PICKUP,2015-01,Upper East Side South,46985,5
PICKUP,2015-01,Upper West Side South,32374,6
PICKUP,2015-01,Upper West Side South,31893,7
PICKUP,2015-01,East Village,31364,8
PICKUP,2015-01,Lincoln Square East,29637,9
PICKUP,2015-01,Upper West Side North,28184,10
DROPOFF,2015-02,,215416,1
DROPOFF,2015-02,Upper East Side North,54610,2
DROPOFF,2015-02,Upper East Side North,50937,3
DROPOFF,2015-02,Upper East Side South,47484,4
DROPOFF,2015-02,Upper East Side South,45291,5
DROPOFF,2015-02,East Village,31362,6
DROPOFF,2015-02,Upper West Side North,29942,7
DROPOFF,2015-02,Lincoln Square East,28784,8
DROPOFF,2015-02,Upper West Side South,27335,9
DROPOFF,2015-02,Midtown East,27015,10
PICKUP,2015-02,,215416,1
PICKUP,2015-02,Upper East Side South,54610,2
PICKUP,2015-02,Upper East Side North,50937,3
PICKUP,2015-02,Upper East Side North,47484,4
PICKUP,2015-02,Upper East Side South,45291,5
PICKUP,2015-02,East Village,31362,6
PICKUP,2015-02,Upper West Side South,29942,7
PICKUP,2015-02,Upper West Side South,28784,8
PICKUP,2015-02,Lincoln Square East,27335,9
PICKUP,2015-02,Upper East Side South,27015,10
DROPOFF,2015-03,,215324,1
DROPOFF,2015-03,Upper East Side North,56336,2
DROPOFF,2015-03,Upper East Side South,49474,3
DROPOFF,2015-03,Upper East Side North,49174,4
DROPOFF,2015-03,Upper East Side South,46276,5
DROPOFF,2015-03,Upper West Side North,30298,6
DROPOFF,2015-03,Lincoln Square East,29145,7
DROPOFF,2015-03,East Village,29138,8
DROPOFF,2015-03,Midtown East,29127,9
DROPOFF,2015-03,Midtown Center,28840,10
PICKUP,2015-03,,215324,1
PICKUP,2015-03,Upper East Side South,56336,2
PICKUP,2015-03,Upper East Side North,49474,3
PICKUP,2015-03,Upper East Side North,49174,4
PICKUP,2015-03,Upper East Side South,46276,5
PICKUP,2015-03,Upper West Side South,30298,6
PICKUP,2015-03,Upper West Side South,29145,7
PICKUP,2015-03,East Village,29138,8
PICKUP,2015-03,Upper East Side South,29127,9
PICKUP,2015-03,Upper East Side South,28840,10
DROPOFF,2015-04,,187756,1
DROPOFF,2015-04,Upper East Side North,62491,2
DROPOFF,2015-04,Upper East Side South,55120,3
DROPOFF,2015-04,Upper East Side North,51661,4
DROPOFF,2015-04,Upper East Side South,49148,5
DROPOFF,2015-04,Midtown East,31349,6
DROPOFF,2015-04,Midtown Center,29402,7
DROPOFF,2015-04,Upper West Side North,28784,8
DROPOFF,2015-04,Lincoln Square East,28158,9
DROPOFF,2015-04,Upper West Side South,26525,10
PICKUP,2015-04,,187756,1
PICKUP,2015-04,Upper East Side South,62491,2
PICKUP,2015-04,Upper East Side North,55120,3
PICKUP,2015-04,Upper East Side North,51661,4
PICKUP,2015-04,Upper East Side South,49148,5
PICKUP,2015-04,Upper East Side South,31349,6
PICKUP,2015-04,Upper East Side South,29402,7
PICKUP,2015-04,Upper West Side South,28784,8
PICKUP,2015-04,Upper West Side South,28158,9
PICKUP,2015-04,Lincoln Square East,26525,10
DROPOFF,2015-05,,170253,1
DROPOFF,2015-05,Upper East Side North,62905,2
DROPOFF,2015-05,Upper East Side South,55396,3
DROPOFF,2015-05,Upper East Side North,50457,4
DROPOFF,2015-05,Upper East Side South,48304,5
DROPOFF,2015-05,Lincoln Square East,30455,6
DROPOFF,2015-05,Upper West Side North,29529,7
DROPOFF,2015-05,Midtown East,29345,8
DROPOFF,2015-05,Upper West Side South,29114,9
DROPOFF,2015-05,Midtown Center,27810,10
PICKUP,2015-05,,170253,1
PICKUP,2015-05,Upper East Side South,62905,2
PICKUP,2015-05,Upper East Side North,55396,3
PICKUP,2015-05,Upper East Side North,50457,4
PICKUP,2015-05,Upper East Side South,48304,5
PICKUP,2015-05,Upper West Side South,30455,6
PICKUP,2015-05,Upper West Side South,29529,7
PICKUP,2015-05,Upper East Side South,29345,8
PICKUP,2015-05,Lincoln Square East,29114,9
PICKUP,2015-05,Upper East Side South,27810,10
DROPOFF,2015-06,,149215,1
DROPOFF,2015-06,Upper East Side North,56260,2
DROPOFF,2015-06,Upper East Side South,48973,3
DROPOFF,2015-06,Upper East Side North,45741,4
DROPOFF,2015-06,Upper East Side South,44734,5
DROPOFF,2015-06,Midtown East,30238,6
DROPOFF,2015-06,Lincoln Square East,28295,7
DROPOFF,2015-06,Upper West Side North,27733,8
DROPOFF,2015-06,Midtown Center,27363,9
DROPOFF,2015-06,Upper West Side South,27252,10
PICKUP,2015-06,,149215,1
PICKUP,2015-06,Upper East Side South,56260,2
PICKUP,2015-06,Upper East Side North,48973,3
PICKUP,2015-06,Upper East Side North,45741,4
PICKUP,2015-06,Upper East Side South,44734,5
PICKUP,2015-06,Upper East Side South,30238,6
PICKUP,2015-06,Upper West Side South,28295,7
PICKUP,2015-06,Upper West Side South,27733,8
PICKUP,2015-06,Upper East Side South,27363,9
PICKUP,2015-06,Lincoln Square East,27252,10
DROPOFF,2015-07,,132848,1
DROPOFF,2015-07,Upper East Side North,41972,2
DROPOFF,2015-07,Upper East Side South,37241,3
DROPOFF,2015-07,Upper East Side South,36803,4
DROPOFF,2015-07,Upper East Side North,33157,5
DROPOFF,2015-07,Midtown East,28037,6
DROPOFF,2015-07,Midtown Center,25139,7
DROPOFF,2015-07,Midtown Center,24945,8
DROPOFF,2015-07,Times Sq/Theatre District,23318,9
DROPOFF,2015-07,Murray Hill,23275,10
PICKUP,2015-07,,132848,1
PICKUP,2015-07,Upper East Side South,41972,2
PICKUP,2015-07,Upper East Side South,37241,3
PICKUP,2015-07,Upper East Side North,36803,4
PICKUP,2015-07,Upper East Side North,33157,5
PICKUP,2015-07,Upper East Side South,28037,6
PICKUP,2015-07,Upper East Side South,25139,7
PICKUP,2015-07,Penn Station/Madison Sq West,24945,8
PICKUP,2015-07,Penn Station/Madison Sq West,23318,9
PICKUP,2015-07,Gramercy,23275,10
DROPOFF,2015-08,,126453,1
DROPOFF,2015-08,Upper East Side North,36462,2
DROPOFF,2015-08,Upper East Side South,32300,3
DROPOFF,2015-08,Upper East Side South,31564,4
DROPOFF,2015-08,Upper East Side North,27984,5
DROPOFF,2015-08,Midtown East,24208,6
DROPOFF,2015-08,Midtown Center,23740,7
DROPOFF,2015-08,Times Sq/Theatre District,22591,8
DROPOFF,2015-08,Midtown Center,22507,9
DROPOFF,2015-08,East Village,22224,10
PICKUP,2015-08,,126453,1
PICKUP,2015-08,Upper East Side South,36462,2
PICKUP,2015-08,Upper East Side South,32300,3
PICKUP,2015-08,Upper East Side North,31564,4
PICKUP,2015-08,Upper East Side North,27984,5
PICKUP,2015-08,Upper East Side South,24208,6
PICKUP,2015-08,Penn Station/Madison Sq West,23740,7
PICKUP,2015-08,Penn Station/Madison Sq West,22591,8
PICKUP,2015-08,Upper East Side South,22507,9
PICKUP,2015-08,East Village,22224,10
DROPOFF,2015-09,,123278,1
DROPOFF,2015-09,Upper East Side North,52613,2
DROPOFF,2015-09,Upper East Side South,46292,3
DROPOFF,2015-09,Upper East Side North,41831,4
DROPOFF,2015-09,Upper East Side South,41223,5
DROPOFF,2015-09,Midtown East,26495,6
DROPOFF,2015-09,Lincoln Square East,24814,7
DROPOFF,2015-09,Upper West Side North,24490,8
DROPOFF,2015-09,Upper West Side South,23220,9
DROPOFF,2015-09,Murray Hill,22708,10
PICKUP,2015-09,,123278,1
PICKUP,2015-09,Upper East Side South,52613,2
PICKUP,2015-09,Upper East Side North,46292,3
PICKUP,2015-09,Upper East Side North,41831,4
PICKUP,2015-09,Upper East Side South,41223,5
PICKUP,2015-09,Upper East Side South,26495,6
PICKUP,2015-09,Upper West Side South,24814,7
PICKUP,2015-09,Upper West Side South,24490,8
PICKUP,2015-09,Lincoln Square East,23220,9
PICKUP,2015-09,Gramercy,22708,10
DROPOFF,2015-10,,142110,1
DROPOFF,2015-10,Upper East Side North,62290,2
DROPOFF,2015-10,Upper East Side South,54078,3
DROPOFF,2015-10,Upper East Side North,50524,4
DROPOFF,2015-10,Upper East Side South,47336,5
DROPOFF,2015-10,Lincoln Square East,30046,6
DROPOFF,2015-10,Upper West Side North,29117,7
DROPOFF,2015-10,Midtown East,28736,8
DROPOFF,2015-10,Upper West Side South,28021,9
DROPOFF,2015-10,East Village,27634,10
PICKUP,2015-10,,142110,1
PICKUP,2015-10,Upper East Side South,62290,2
PICKUP,2015-10,Upper East Side North,54078,3
PICKUP,2015-10,Upper East Side North,50524,4
PICKUP,2015-10,Upper East Side South,47336,5
PICKUP,2015-10,Upper West Side South,30046,6
PICKUP,2015-10,Upper West Side South,29117,7
PICKUP,2015-10,Upper East Side South,28736,8
PICKUP,2015-10,Lincoln Square East,28021,9
PICKUP,2015-10,East Village,27634,10
DROPOFF,2015-11,,140362,1
DROPOFF,2015-11,Upper East Side North,59061,2
DROPOFF,2015-11,Upper East Side South,50890,3
DROPOFF,2015-11,Upper East Side North,47098,4
DROPOFF,2015-11,Upper East Side South,44085,5
DROPOFF,2015-11,Upper West Side North,28237,6
DROPOFF,2015-11,Lincoln Square East,28191,7
DROPOFF,2015-11,Midtown Center,25894,8
DROPOFF,2015-11,Upper West Side South,25876,9
DROPOFF,2015-11,Midtown East,25803,10
PICKUP,2015-11,,140362,1
PICKUP,2015-11,Upper East Side South,59061,2
PICKUP,2015-11,Upper East Side North,50890,3
PICKUP,2015-11,Upper East Side North,47098,4
PICKUP,2015-11,Upper East Side South,44085,5
PICKUP,2015-11,Upper West Side South,28237,6
PICKUP,2015-11,Upper West Side South,28191,7
PICKUP,2015-11,Upper East Side South,25894,8
PICKUP,2015-11,Lincoln Square East,25876,9
PICKUP,2015-11,Upper East Side South,25803,10
DROPOFF,2015-12,,139059,1
DROPOFF,2015-12,Upper East Side North,60009,2
DROPOFF,2015-12,Upper East Side South,51779,3
DROPOFF,2015-12,Upper East Side North,48747,4
DROPOFF,2015-12,Upper East Side South,46274,5
DROPOFF,2015-12,Lincoln Square East,29862,6
DROPOFF,2015-12,Upper West Side North,29561,7
DROPOFF,2015-12,Times Sq/Theatre District,28229,8
DROPOFF,2015-12,Upper West Side South,28134,9
DROPOFF,2015-12,Midtown East,27769,10
PICKUP,2015-12,,139059,1
PICKUP,2015-12,Upper East Side South,60009,2
PICKUP,2015-12,Upper East Side North,51779,3
PICKUP,2015-12,Upper East Side North,48747,4
PICKUP,2015-12,Upper East Side South,46274,5
PICKUP,2015-12,Upper West Side South,29862,6
PICKUP,2015-12,Upper West Side South,29561,7
PICKUP,2015-12,Penn Station/Madison Sq West,28229,8
PICKUP,2015-12,Lincoln Square East,28134,9
PICKUP,2015-12,Upper East Side South,27769,10
DROPOFF,2016-01,,143471,1
DROPOFF,2016-01,Upper East Side North,55551,2
DROPOFF,2016-01,Upper East Side North,49094,3
DROPOFF,2016-01,Upper East Side South,48184,4
DROPOFF,2016-01,Upper East Side South,41693,5
DROPOFF,2016-01,Upper West Side North,29502,6
DROPOFF,2016-01,Lincoln Square East,27475,7
DROPOFF,2016-01,Upper West Side South,25944,8
DROPOFF,2016-01,East Village,25697,9
DROPOFF,2016-01,Upper West Side South,24758,10
PICKUP,2016-01,,143471,1
PICKUP,2016-01,Upper East Side South,55551,2
PICKUP,2016-01,Upper East Side North,49094,3
PICKUP,2016-01,Upper East Side North,48184,4
PICKUP,2016-01,Upper East Side South,41693,5
PICKUP,2016-01,Upper West Side South,29502,6
PICKUP,2016-01,Upper West Side South,27475,7
PICKUP,2016-01,Lincoln Square East,25944,8
PICKUP,2016-01,East Village,25697,9
PICKUP,2016-01,Upper West Side North,24758,10
DROPOFF,2016-02,,149522,1
DROPOFF,2016-02,Upper East Side North,55506,2
DROPOFF,2016-02,Upper East Side North,50052,3
DROPOFF,2016-02,Upper East Side South,47643,4
DROPOFF,2016-02,Upper East Side South,42150,5
DROPOFF,2016-02,Upper West Side North,29233,6
DROPOFF,2016-02,Lincoln Square East,28486,7
DROPOFF,2016-02,East Village,27882,8
DROPOFF,2016-02,Upper West Side South,25717,9
DROPOFF,2016-02,Upper West Side South,25073,10
PICKUP,2016-02,,149522,1
PICKUP,2016-02,Upper East Side South,55506,2
PICKUP,2016-02,Upper East Side North,50052,3
PICKUP,2016-02,Upper East Side North,47643,4
PICKUP,2016-02,Upper East Side South,42150,5
PICKUP,2016-02,Upper West Side South,29233,6
PICKUP,2016-02,Upper West Side South,28486,7
PICKUP,2016-02,East Village,27882,8
PICKUP,2016-02,Lincoln Square East,25717,9
PICKUP,2016-02,Upper West Side North,25073,10
DROPOFF,2016-03,,152668,1
DROPOFF,2016-03,Upper East Side North,56679,2
DROPOFF,2016-03,Upper East Side South,48127,3
DROPOFF,2016-03,Upper East Side North,47704,4
DROPOFF,2016-03,Upper East Side South,43035,5
DROPOFF,2016-03,Upper West Side North,29152,6
DROPOFF,2016-03,Lincoln Square East,27939,7
DROPOFF,2016-03,Midtown Center,27086,8
DROPOFF,2016-03,Midtown Center,26899,9
DROPOFF,2016-03,Midtown East,26787,10
PICKUP,2016-03,,152668,1
PICKUP,2016-03,Upper East Side South,56679,2
PICKUP,2016-03,Upper East Side North,48127,3
PICKUP,2016-03,Upper East Side North,47704,4
PICKUP,2016-03,Upper East Side South,43035,5
PICKUP,2016-03,Upper West Side South,29152,6
PICKUP,2016-03,Upper West Side South,27939,7
PICKUP,2016-03,Upper East Side South,27086,8
PICKUP,2016-03,Penn Station/Madison Sq West,26899,9
PICKUP,2016-03,Upper East Side South,26787,10
DROPOFF,2016-04,,143144,1
DROPOFF,2016-04,Upper East Side North,60257,2
DROPOFF,2016-04,Upper East Side South,51732,3
DROPOFF,2016-04,Upper East Side North,50895,4
DROPOFF,2016-04,Upper East Side South,45749,5
DROPOFF,2016-04,Upper West Side North,29522,6
DROPOFF,2016-04,Lincoln Square East,27904,7
DROPOFF,2016-04,Midtown East,27406,8
DROPOFF,2016-04,East Village,26372,9
DROPOFF,2016-04,Upper West Side South,26240,10
PICKUP,2016-04,,143144,1
PICKUP,2016-04,Upper East Side South,60257,2
PICKUP,2016-04,Upper East Side North,51732,3
PICKUP,2016-04,Upper East Side North,50895,4
PICKUP,2016-04,Upper East Side South,45749,5
PICKUP,2016-04,Upper West Side South,29522,6
PICKUP,2016-04,Upper West Side South,27904,7
PICKUP,2016-04,Upper East Side South,27406,8
PICKUP,2016-04,East Village,26372,9
PICKUP,2016-04,Lincoln Square East,26240,10
DROPOFF,2016-05,,119029,1
DROPOFF,2016-05,Upper East Side North,64004,2
DROPOFF,2016-05,Upper East Side South,53904,3
DROPOFF,2016-05,Upper East Side North,51785,4
DROPOFF,2016-05,Upper East Side South,47975,5
DROPOFF,2016-05,Upper West Side North,29392,6
DROPOFF,2016-05,Lincoln Square East,28726,7
DROPOFF,2016-05,Midtown Center,27485,8
DROPOFF,2016-05,Midtown East,27476,9
DROPOFF,2016-05,Upper West Side South,26877,10
PICKUP,2016-05,,119029,1
PICKUP,2016-05,Upper East Side South,64004,2
PICKUP,2016-05,Upper East Side North,53904,3
PICKUP,2016-05,Upper East Side North,51785,4
PICKUP,2016-05,Upper East Side South,47975,5
PICKUP,2016-05,Upper West Side South,29392,6
PICKUP,2016-05,Upper West Side South,28726,7
PICKUP,2016-05,Upper East Side South,27485,8
PICKUP,2016-05,Upper East Side South,27476,9
PICKUP,2016-05,Lincoln Square East,26877,10
DROPOFF,2016-06,,111065,1
DROPOFF,2016-06,Upper East Side North,56991,2
DROPOFF,2016-06,Upper East Side South,47893,3
DROPOFF,2016-06,Upper East Side North,45008,4
DROPOFF,2016-06,Upper East Side South,42505,5
DROPOFF,2016-06,Midtown East,27556,6
DROPOFF,2016-06,Midtown Center,26220,7
DROPOFF,2016-06,Lincoln Square East,26186,8
DROPOFF,2016-06,Upper West Side North,26029,9
DROPOFF,2016-06,Midtown Center,23999,10
PICKUP,2016-06,,111065,1
PICKUP,2016-06,Upper East Side South,56991,2
PICKUP,2016-06,Upper East Side North,47893,3
PICKUP,2016-06,Upper East Side North,45008,4
PICKUP,2016-06,Upper East Side South,42505,5
PICKUP,2016-06,Upper East Side South,27556,6
PICKUP,2016-06,Upper East Side South,26220,7
PICKUP,2016-06,Upper West Side South,26186,8
PICKUP,2016-06,Upper West Side South,26029,9
PICKUP,2016-06,Penn Station/Madison Sq West,23999,10
DROPOFF,2016-07,,107100,1
DROPOFF,2016-07,Upper East Side North,39021,2
DROPOFF,2016-07,Upper East Side South,33338,3
DROPOFF,2016-07,Upper East Side South,33131,4
DROPOFF,2016-07,Upper East Side North,30177,5
DROPOFF,2016-07,Midtown East,24372,6
DROPOFF,2016-07,Midtown Center,22857,7
DROPOFF,2016-07,Midtown Center,22606,8
DROPOFF,2016-07,Lincoln Square East,22305,9
DROPOFF,2016-07,Times Sq/Theatre District,22171,10
PICKUP,2016-07,,107100,1
PICKUP,2016-07,Upper East Side South,39021,2
PICKUP,2016-07,Upper East Side South,33338,3
PICKUP,2016-07,Upper East Side North,33131,4
PICKUP,2016-07,Upper East Side North,30177,5
PICKUP,2016-07,Upper East Side South,24372,6
PICKUP,2016-07,Upper East Side South,22857,7
PICKUP,2016-07,Penn Station/Madison Sq West,22606,8
PICKUP,2016-07,Upper West Side South,22305,9
PICKUP,2016-07,Penn Station/Madison Sq West,22171,10
DROPOFF,2016-08,,105203,1
DROPOFF,2016-08,Upper East Side North,37586,2
DROPOFF,2016-08,Upper East Side South,32528,3
DROPOFF,2016-08,Upper East Side South,32414,4
DROPOFF,2016-08,Upper East Side North,28976,5
DROPOFF,2016-08,Midtown East,23359,6
DROPOFF,2016-08,Midtown Center,23165,7
DROPOFF,2016-08,Times Sq/Theatre District,21765,8
DROPOFF,2016-08,Midtown Center,21425,9
DROPOFF,2016-08,Lincoln Square East,21110,10
PICKUP,2016-08,,105203,1
PICKUP,2016-08,Upper East Side South,37586,2
PICKUP,2016-08,Upper East Side North,32528,3
PICKUP,2016-08,Upper East Side South,32414,4
PICKUP,2016-08,Upper East Side North,28976,5
PICKUP,2016-08,Upper East Side South,23359,6
PICKUP,2016-08,Penn Station/Madison Sq West,23165,7
PICKUP,2016-08,Penn Station/Madison Sq West,21765,8
PICKUP,2016-08,Upper East Side South,21425,9
PICKUP,2016-08,Upper West Side South,21110,10
DROPOFF,2016-09,,104790,1
DROPOFF,2016-09,Upper East Side North,53157,2
DROPOFF,2016-09,Upper East Side South,45782,3
DROPOFF,2016-09,Upper East Side North,41728,4
DROPOFF,2016-09,Upper East Side South,40812,5
DROPOFF,2016-09,Upper West Side North,24394,6
DROPOFF,2016-09,Midtown East,23835,7
DROPOFF,2016-09,Lincoln Square East,23447,8
DROPOFF,2016-09,Upper West Side South,22458,9
DROPOFF,2016-09,East Village,21955,10
PICKUP,2016-09,,104790,1
PICKUP,2016-09,Upper East Side South,53157,2
PICKUP,2016-09,Upper East Side North,45782,3
PICKUP,2016-09,Upper East Side North,41728,4
PICKUP,2016-09,Upper East Side South,40812,5
PICKUP,2016-09,Upper West Side South,24394,6
PICKUP,2016-09,Upper East Side South,23835,7
PICKUP,2016-09,Upper West Side South,23447,8
PICKUP,2016-09,Lincoln Square East,22458,9
PICKUP,2016-09,East Village,21955,10
DROPOFF,2016-10,,122164,1
DROPOFF,2016-10,Upper East Side North,60853,2
DROPOFF,2016-10,Upper East Side South,52949,3
DROPOFF,2016-10,Upper East Side North,48542,4
DROPOFF,2016-10,Upper East Side South,46386,5
DROPOFF,2016-10,Lincoln Square East,27567,6
DROPOFF,2016-10,Upper West Side North,26967,7
DROPOFF,2016-10,Midtown East,26306,8
DROPOFF,2016-10,Upper West Side South,25411,9
DROPOFF,2016-10,East Village,23984,10
PICKUP,2016-10,,122164,1
PICKUP,2016-10,Upper East Side South,60853,2
PICKUP,2016-10,Upper East Side North,52949,3
PICKUP,2016-10,Upper East Side North,48542,4
PICKUP,2016-10,Upper East Side South,46386,5
PICKUP,2016-10,Upper West Side South,27567,6
PICKUP,2016-10,Upper West Side South,26967,7
PICKUP,2016-10,Upper East Side South,26306,8
PICKUP,2016-10,Lincoln Square East,25411,9
PICKUP,2016-10,East Village,23984,10
DROPOFF,2016-11,,122948,1
DROPOFF,2016-11,Upper East Side North,59956,2
DROPOFF,2016-11,Upper East Side South,51672,3
DROPOFF,2016-11,Upper East Side North,48844,4
DROPOFF,2016-11,Upper East Side South,45523,5
DROPOFF,2016-11,Upper West Side North,27556,6
DROPOFF,2016-11,Lincoln Square East,26632,7
DROPOFF,2016-11,Upper West Side South,24883,8
DROPOFF,2016-11,Midtown East,24717,9
DROPOFF,2016-11,Upper West Side South,23761,10
PICKUP,2016-11,,122948,1
PICKUP,2016-11,Upper East Side South,59956,2
PICKUP,2016-11,Upper East Side North,51672,3
PICKUP,2016-11,Upper East Side North,48844,4
PICKUP,2016-11,Upper East Side South,45523,5
PICKUP,2016-11,Upper West Side South,27556,6
PICKUP,2016-11,Upper West Side South,26632,7
PICKUP,2016-11,Lincoln Square East,24883,8
PICKUP,2016-11,Upper East Side South,24717,9
PICKUP,2016-11,Upper West Side North,23761,10
DROPOFF,2016-12,,165644,1
DROPOFF,2016-12,Upper East Side North,59364,2
DROPOFF,2016-12,Upper East Side South,51389,3
DROPOFF,2016-12,Upper East Side North,50435,4
DROPOFF,2016-12,Upper East Side South,46452,5
DROPOFF,2016-12,Lincoln Square East,29671,6
DROPOFF,2016-12,Upper West Side North,29414,7
DROPOFF,2016-12,Times Sq/Theatre District,28362,8
DROPOFF,2016-12,Upper West Side South,27816,9
DROPOFF,2016-12,Midtown East,26061,10
PICKUP,2016-12,,165644,1
PICKUP,2016-12,Upper East Side South,59364,2
PICKUP,2016-12,Upper East Side North,51389,3
PICKUP,2016-12,Upper East Side North,50435,4
PICKUP,2016-12,Upper East Side South,46452,5
PICKUP,2016-12,Upper West Side South,29671,6
PICKUP,2016-12,Upper West Side South,29414,7
PICKUP,2016-12,Penn Station/Madison Sq West,28362,8
PICKUP,2016-12,Lincoln Square East,27816,9
PICKUP,2016-12,Upper East Side South,26061,10
DROPOFF,2017-01,,140354,1
DROPOFF,2017-01,Upper East Side North,56223,2
DROPOFF,2017-01,Upper East Side North,49986,3
DROPOFF,2017-01,Upper East Side South,47875,4
DROPOFF,2017-01,Upper East Side South,41885,5
DROPOFF,2017-01,Upper West Side North,29111,6
DROPOFF,2017-01,Lincoln Square East,27487,7
DROPOFF,2017-01,Upper West Side South,25423,8
DROPOFF,2017-01,Upper West Side South,24320,9
DROPOFF,2017-01,Midtown East,23813,10
PICKUP,2017-01,,140354,1
PICKUP,2017-01,Upper East Side South,56223,2
PICKUP,2017-01,Upper East Side North,49986,3
PICKUP,2017-01,Upper East Side North,47875,4
PICKUP,2017-01,Upper East Side South,41885,5
PICKUP,2017-01,Upper West Side South,29111,6
PICKUP,2017-01,Upper West Side South,27487,7
PICKUP,2017-01,Lincoln Square East,25423,8
PICKUP,2017-01,Upper West Side North,24320,9
PICKUP,2017-01,Upper East Side South,23813,10
DROPOFF,2017-02,,127564,1
DROPOFF,2017-02,Upper East Side North,49456,2
DROPOFF,2017-02,Upper East Side North,43194,3
DROPOFF,2017-02,Upper East Side South,41250,4
DROPOFF,2017-02,Upper East Side South,37158,5
DROPOFF,2017-02,Upper West Side North,25348,6
DROPOFF,2017-02,Lincoln Square East,24181,7
DROPOFF,2017-02,Upper West Side South,21771,8
DROPOFF,2017-02,Upper West Side South,21741,9
DROPOFF,2017-02,East Village,21587,10
PICKUP,2017-02,,127564,1
PICKUP,2017-02,Upper East Side South,49456,2
PICKUP,2017-02,Upper East Side North,43194,3
PICKUP,2017-02,Upper East Side North,41250,4
PICKUP,2017-02,Upper East Side South,37158,5
PICKUP,2017-02,Upper West Side South,25348,6
PICKUP,2017-02,Upper West Side South,24181,7
PICKUP,2017-02,Lincoln Square East,21771,8
PICKUP,2017-02,Upper West Side North,21741,9
PICKUP,2017-02,East Village,21587,10
DROPOFF,2017-03,,153446,1
DROPOFF,2017-03,Upper East Side North,52938,2
DROPOFF,2017-03,Upper East Side North,48063,3
DROPOFF,2017-03,Upper East Side South,43533,4
DROPOFF,2017-03,Upper East Side South,41613,5
DROPOFF,2017-03,Upper West Side North,29085,6
DROPOFF,2017-03,Lincoln Square East,27130,7
DROPOFF,2017-03,Upper West Side South,26190,8
DROPOFF,2017-03,East Village,25218,9
DROPOFF,2017-03,Upper West Side South,25003,10
PICKUP,2017-03,,153446,1
PICKUP,2017-03,Upper East Side South,52938,2
PICKUP,2017-03,Upper East Side North,48063,3
PICKUP,2017-03,Upper East Side North,43533,4
PICKUP,2017-03,Upper East Side South,41613,5
PICKUP,2017-03,Upper West Side South,29085,6
PICKUP,2017-03,Upper West Side South,27130,7
PICKUP,2017-03,Lincoln Square East,26190,8
PICKUP,2017-03,East Village,25218,9
PICKUP,2017-03,Upper West Side North,25003,10
DROPOFF,2017-04,,114594,1
DROPOFF,2017-04,Upper East Side North,55757,2
DROPOFF,2017-04,Upper East Side North,46905,3
DROPOFF,2017-04,Upper East Side South,45545,4
DROPOFF,2017-04,Upper East Side South,42205,5
DROPOFF,2017-04,Upper West Side North,26390,6
DROPOFF,2017-04,Lincoln Square East,26009,7
DROPOFF,2017-04,Upper West Side South,23721,8
DROPOFF,2017-04,Midtown East,23520,9
DROPOFF,2017-04,Midtown Center,22631,10
PICKUP,2017-04,,114594,1
PICKUP,2017-04,Upper East Side South,55757,2
PICKUP,2017-04,Upper East Side North,46905,3
PICKUP,2017-04,Upper East Side North,45545,4
PICKUP,2017-04,Upper East Side South,42205,5
PICKUP,2017-04,Upper West Side South,26390,6
PICKUP,2017-04,Upper West Side South,26009,7
PICKUP,2017-04,Lincoln Square East,23721,8
PICKUP,2017-04,Upper East Side South,23520,9
PICKUP,2017-04,Upper East Side South,22631,10
DROPOFF,2017-05,,117180,1
DROPOFF,2017-05,Upper East Side North,61008,2
DROPOFF,2017-05,Upper East Side South,50865,3
DROPOFF,2017-05,Upper East Side North,50382,4
DROPOFF,2017-05,Upper East Side South,46684,5
DROPOFF,2017-05,Upper West Side North,27170,6
DROPOFF,2017-05,Lincoln Square East,26965,7
DROPOFF,2017-05,Midtown East,26179,8
DROPOFF,2017-05,Midtown Center,25822,9
DROPOFF,2017-05,Upper West Side South,25143,10
PICKUP,2017-05,,117180,1
PICKUP,2017-05,Upper East Side South,61008,2
PICKUP,2017-05,Upper East Side North,50865,3
PICKUP,2017-05,Upper East Side North,50382,4
PICKUP,2017-05,Upper East Side South,46684,5
PICKUP,2017-05,Upper West Side South,27170,6
PICKUP,2017-05,Upper West Side South,26965,7
PICKUP,2017-05,Upper East Side South,26179,8
PICKUP,2017-05,Upper East Side South,25822,9
PICKUP,2017-05,Lincoln Square East,25143,10
DROPOFF,2017-06,,109256,1
DROPOFF,2017-06,Upper East Side North,52687,2
DROPOFF,2017-06,Upper East Side South,44237,3
DROPOFF,2017-06,Upper East Side North,43502,4
DROPOFF,2017-06,Upper East Side South,40730,5
DROPOFF,2017-06,Lincoln Square East,25267,6
DROPOFF,2017-06,Upper West Side North,24984,7
